Cboe Volume and Put/Call Ratio data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  As of June 11 2012 Equity Volume includes only the volume of equity option products and excludes that of exchange-traded products.  Historical index volume from November 1 2006 through May 31 2012 is based on cleared volume as reported by the OCC. The volume data reflected after May 31 2012 below is based upon preliminary reported volume rather than cleared volume. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of Cboe Websites.,,,,
, PRODUCT: EQUITY,,EXCHANGE: Cboe,
9/9/2011,986021,846262,1832283,0.86
9/12/2011,903409,650545,1553954,0.72
9/13/2011,852422,601391,1453813,0.71
9/14/2011,1075941,690265,1766206,0.64
9/15/2011,1116484,757958,1874442,0.68
9/16/2011,1342088,897297,2239385,0.67
9/19/2011,975892,607288,1583180,0.62
9/20/2011,1022277,641977,1664254,0.63
9/21/2011,1079305,857244,1936549,0.79
9/22/2011,1412693,1199053,2611746,0.85
9/23/2011,1055580,681581,1737161,0.65
9/26/2011,966121,566150,1532271,0.59
9/27/2011,1040827,638436,1679263,0.61
9/28/2011,666546,549801,1216347,0.82
9/29/2011,831575,667444,1499019,0.8
9/30/2011,902876,729205,1632081,0.81
10/3/2011,1045038,892709,1937747,0.85
10/4/2011,1397537,1079044,2476581,0.77
10/5/2011,1105552,763528,1869080,0.69
10/6/2011,1020879,687272,1708151,0.67
10/7/2011,886783,626214,1512997,0.71
10/10/2011,887926,562934,1450860,0.63
10/11/2011,810183,619921,1430104,0.77
10/12/2011,1149998,732551,1882549,0.64
10/13/2011,866622,619571,1486193,0.71
10/14/2011,1118158,669482,1787640,0.6
10/17/2011,902843,644524,1547367,0.71
10/18/2011,1145034,708398,1853432,0.62
10/19/2011,1190326,850887,2041213,0.71
10/20/2011,1090286,803357,1893643,0.74
10/21/2011,1550969,782801,2333770,0.5
10/24/2011,1317299,687444,2004743,0.52
10/25/2011,930564,731790,1662354,0.79
10/26/2011,1052263,734397,1786660,0.7
10/27/2011,1896949,955015,2851964,0.5
10/28/2011,1174480,649004,1823484,0.55
10/31/2011,755662,585198,1340860,0.77
11/1/2011,1132530,1008268,2140798,0.89
11/2/2011,836582,569838,1406420,0.68
11/3/2011,996287,629911,1626198,0.63
11/4/2011,885145,701187,1586332,0.79
11/7/2011,770178,498171,1268349,0.65
11/8/2011,926980,604363,1531343,0.65
11/9/2011,1013555,921930,1935485,0.91
11/10/2011,906442,679280,1585722,0.75
11/11/2011,906589,583590,1490179,0.64
11/14/2011,752540,577336,1329876,0.77
11/15/2011,926606,654092,1580698,0.71
11/16/2011,922270,686416,1608686,0.74
11/17/2011,1102262,902700,2004962,0.82
11/18/2011,1062088,952478,2014566,0.9
11/21/2011,1094699,722881,1817580,0.66
11/22/2011,868038,577492,1445530,0.67
11/23/2011,927224,658775,1585999,0.71
11/25/2011,367019,275593,642612,0.75
11/28/2011,905868,587200,1493068,0.65
11/29/2011,865617,526369,1391986,0.61
11/30/2011,1286890,709528,1996418,0.55
12/1/2011,911659,570797,1482456,0.63
12/2/2011,1004168,579819,1583987,0.58
12/5/2011,889611,600067,1489678,0.67
12/6/2011,754087,553552,1307639,0.73
12/7/2011,854524,623234,1477758,0.73
12/8/2011,849976,649849,1499825,0.76
12/9/2011,798498,555735,1354233,0.7
12/12/2011,988572,597395,1585967,0.6
12/13/2011,875143,679164,1554307,0.78
12/14/2011,926773,763759,1690532,0.82
12/15/2011,756020,680961,1436981,0.9
12/16/2011,1019439,910530,1929969,0.89
12/19/2011,1020381,618236,1638617,0.61
12/20/2011,1070080,562620,1632700,0.53
12/21/2011,835531,597686,1433217,0.72
12/22/2011,810050,551125,1361175,0.68
12/23/2011,599747,377198,976945,0.63
12/27/2011,558135,397591,955726,0.71
12/28/2011,567600,387744,955344,0.68
12/29/2011,561394,389134,950528,0.69
12/30/2011,589406,318032,907438,0.54
1/3/2012,1174201,643884,1818085,0.55
1/4/2012,958616,712281,1670897,0.74
1/5/2012,1077256,652347,1729603,0.61
1/6/2012,1100590,680768,1781358,0.62
1/9/2012,1085118,710848,1795966,0.66
1/10/2012,1363187,781486,2144673,0.57
1/11/2012,1391668,756537,2148205,0.54
1/12/2012,1393805,794150,2187955,0.57
1/13/2012,1268437,758754,2027191,0.6
1/17/2012,1478548,873056,2351604,0.59
1/18/2012,1723542,942411,2665953,0.55
1/19/2012,2280572,1092254,3372826,0.48
1/20/2012,2131429,1106525,3237954,0.52
1/23/2012,1417023,913956,2330979,0.64
1/24/2012,1248117,779382,2027499,0.62
1/25/2012,1605429,908426,2513855,0.57
1/26/2012,1525062,998221,2523283,0.65
1/27/2012,1291738,774494,2066232,0.6
1/30/2012,1072009,715571,1787580,0.67
1/31/2012,1220576,745276,1965852,0.61
2/1/2012,1449718,885436,2335154,0.61
2/2/2012,1286399,801023,2087422,0.62
2/3/2012,1781120,910973,2692093,0.51
2/6/2012,1217203,675324,1892527,0.55
2/7/2012,1432785,832067,2264852,0.58
2/8/2012,1653567,887023,2540590,0.54
2/9/2012,1796556,993180,2789736,0.55
2/10/2012,1376918,1035927,2412845,0.75
2/13/2012,1438352,759199,2197551,0.53
2/14/2012,1508344,902237,2410581,0.6
2/15/2012,1683528,1068545,2752073,0.63
2/16/2012,1781382,1100499,2881881,0.62
2/17/2012,1949713,994518,2944231,0.51
2/21/2012,1639253,1000248,2639501,0.61
2/22/2012,1211002,764194,1975196,0.63
2/23/2012,1289490,868570,2158060,0.67
2/24/2012,1383988,951816,2335804,0.69
2/27/2012,1221894,777824,1999718,0.64
2/28/2012,1330574,755052,2085626,0.57
2/29/2012,1336427,891069,2227496,0.67
3/1/2012,1248014,804519,2052533,0.64
3/2/2012,1166206,699379,1865585,0.6
3/5/2012,1047154,766585,1813739,0.73
3/6/2012,1213578,951054,2164632,0.78
3/7/2012,1029556,633977,1663533,0.62
3/8/2012,1141748,701886,1843634,0.61
3/9/2012,1197362,750474,1947836,0.63
3/12/2012,898419,627780,1526199,0.7
3/13/2012,1557399,921226,2478625,0.59
3/14/2012,1725822,940511,2666333,0.54
3/15/2012,1846330,952089,2798419,0.52
3/16/2012,2182618,998222,3180840,0.46
3/19/2012,1798501,894965,2693466,0.5
3/20/2012,1351148,700140,2051288,0.52
3/21/2012,1333208,739236,2072444,0.55
3/22/2012,1224547,829352,2053899,0.68
3/23/2012,1026148,629781,1655929,0.61
3/26/2012,1173896,845864,2019760,0.72
3/27/2012,1330043,730509,2060552,0.55
3/28/2012,1191911,844178,2036089,0.71
3/29/2012,1181006,788013,1969019,0.67
3/30/2012,1131791,667554,1799345,0.59
4/2/2012,1200952,620688,1821640,0.52
4/3/2012,1260398,721443,1981841,0.57
4/4/2012,1145439,750898,1896337,0.66
4/5/2012,1101165,658742,1759907,0.6
4/9/2012,994687,690064,1684751,0.69
4/10/2012,1628986,1095618,2724604,0.67
4/11/2012,1144137,748956,1893093,0.65
4/12/2012,1509189,772093,2281282,0.51
4/13/2012,1185490,851125,2036615,0.72
4/16/2012,1086308,755500,1841808,0.7
4/17/2012,1249575,714119,1963694,0.57
4/18/2012,1302565,765441,2068006,0.59
4/19/2012,1542896,1005189,2548085,0.65
4/20/2012,1810334,1148223,2958557,0.63
4/23/2012,1291229,759261,2050490,0.59
4/24/2012,1279368,841822,2121190,0.66
4/25/2012,1680153,799745,2479898,0.48
4/26/2012,1361143,842575,2203718,0.62
4/27/2012,1293641,773863,2067504,0.6
4/30/2012,1026951,661471,1688422,0.64
5/1/2012,1329869,705697,2035566,0.53
5/2/2012,1120210,833769,1953979,0.74
5/3/2012,1172988,876759,2049747,0.75
5/4/2012,1299463,922254,2221717,0.71
5/7/2012,1003622,652605,1656227,0.65
5/8/2012,1219890,905821,2125711,0.74
5/9/2012,1182098,790274,1972372,0.67
5/10/2012,1136613,775156,1911769,0.68
5/11/2012,1176811,868406,2045217,0.74
5/14/2012,1019333,855460,1874793,0.84
5/15/2012,1168614,940878,2109492,0.81
5/16/2012,1231446,1082174,2313620,0.88
5/17/2012,1310771,1155895,2466666,0.88
5/18/2012,1375103,1354695,2729798,0.99
5/21/2012,1246192,673789,1919981,0.54
5/22/2012,1226934,778314,2005248,0.63
5/23/2012,1117163,820731,1937894,0.73
5/24/2012,943532,694010,1637542,0.74
5/25/2012,783986,517562,1301548,0.66
5/29/2012,1031028,683253,1714281,0.66
5/30/2012,801273,614386,1415659,0.77
5/31/2012,923184,732937,1656121,0.79
6/1/2012,1183860,936556,2120416,0.79
6/4/2012,1007845,783009,1790854,0.78
6/5/2012,879661,608372,1488033,0.69
6/6/2012,1053399,700483,1753882,0.66
6/7/2012,1102256,702678,1804934,0.64
6/8/2012,763671,592605,1356276,0.78
06/11/2012, 827685, 670352, 1498037, 0.81
06/12/2012, 881348, 633895, 1515243, 0.72
06/13/2012, 839311, 770824, 1610135, 0.92
06/14/2012, 942530, 778871, 1721401, 0.83
06/15/2012, 1346751, 924671, 2271422, 0.69
06/18/2012, 1081996, 619807, 1701803, 0.57
06/19/2012, 1126709, 663402, 1790111, 0.59
06/20/2012, 948159, 617595, 1565754, 0.65
06/21/2012, 919654, 739723, 1659377, 0.80
06/22/2012, 947326, 579708, 1527034, 0.61
06/25/2012, 786897, 611020, 1397917, 0.78
06/26/2012, 805247, 590713, 1395960, 0.73
06/27/2012, 881546, 576289, 1457835, 0.65
06/28/2012, 899935, 676630, 1576565, 0.75
06/29/2012, 1270279, 879283, 2149562, 0.69
07/02/2012, 759446, 548522, 1307968, 0.72
07/03/2012, 640335, 415646, 1055981, 0.65
07/05/2012, 939451, 596873, 1536324, 0.64
07/06/2012, 870414, 654253, 1524667, 0.75
07/09/2012, 793251, 619511, 1412762, 0.78
07/10/2012, 955299, 689698, 1644997, 0.72
07/11/2012, 804717, 652494, 1457211, 0.81
07/12/2012, 994736, 695851, 1690587, 0.70
07/13/2012, 1012954, 644297, 1657251, 0.64
07/16/2012, 962910, 648633, 1611543, 0.67
07/17/2012, 1163410, 777665, 1941075, 0.67
07/18/2012, 1284734, 845452, 2130186, 0.66
07/19/2012, 1349600, 911648, 2261248, 0.68
07/20/2012, 1412563, 1056637, 2469200, 0.75
07/23/2012, 1089472, 757243, 1846715, 0.70
07/24/2012, 1183971, 778248, 1962219, 0.66
07/25/2012, 1248444, 890858, 2139302, 0.71
07/26/2012, 1322521, 943021, 2265542, 0.71
07/27/2012, 1513727, 962862, 2476589, 0.64
07/30/2012, 1090413, 721632, 1812045, 0.66
07/31/2012, 1072316, 729447, 1801763, 0.68
08/01/2012, 1103009, 790398, 1893407, 0.72
08/02/2012, 1171459, 908202, 2079661, 0.78
08/03/2012, 1308579, 789668, 2098247, 0.60
08/06/2012, 1054662, 662855, 1717517, 0.63
08/07/2012, 1377682, 763644, 2141326, 0.55
08/08/2012, 1066535, 616166, 1682701, 0.58
08/09/2012, 953953, 593172, 1547125, 0.62
08/10/2012, 855382, 598031, 1453413, 0.70
08/13/2012, 960123, 541205, 1501328, 0.56
08/14/2012, 1033272, 685425, 1718697, 0.66
08/15/2012, 1011641, 631330, 1642971, 0.62
08/16/2012, 1353451, 932643, 2286094, 0.69
08/17/2012, 1611423, 871562, 2482985, 0.54
08/20/2012, 1135316, 699997, 1835313, 0.62
08/21/2012, 1252580, 835419, 2087999, 0.67
08/22/2012, 1061568, 694804, 1756372, 0.65
08/23/2012, 1027823, 757025, 1784848, 0.74
08/24/2012, 947821, 642167, 1589988, 0.68
08/27/2012, 741217, 513558, 1254775, 0.69
08/28/2012, 726734, 446178, 1172912, 0.61
08/29/2012, 758514, 599982, 1358496, 0.79
08/30/2012, 787658, 658862, 1446520, 0.84
08/31/2012, 807309, 544439, 1351748, 0.67
09/04/2012, 840133, 627401, 1467534, 0.75
09/05/2012, 835341, 558847, 1394188, 0.67
09/06/2012, 1350646, 791247, 2141893, 0.59
09/07/2012, 1463200, 791467, 2254667, 0.54
09/10/2012, 1101677, 722331, 1824008, 0.66
09/11/2012, 1129634, 608112, 1737746, 0.54
09/12/2012, 1184537, 674570, 1859107, 0.57
09/13/2012, 1629619, 884695, 2514314, 0.54
09/14/2012, 2025732, 1078273, 3104005, 0.53
09/17/2012, 949777, 611552, 1561329, 0.64
09/18/2012, 1001884, 625060, 1626944, 0.62
09/19/2012, 1215430, 682607, 1898037, 0.56
09/20/2012, 1156018, 871254, 2027272, 0.75
09/21/2012, 1553487, 956290, 2509777, 0.62
09/24/2012, 1223172, 749700, 1972872, 0.61
09/25/2012, 1078242, 789107, 1867349, 0.73
09/26/2012, 943357, 703207, 1646564, 0.75
09/27/2012, 1059544, 637905, 1697449, 0.60
09/28/2012, 993166, 757842, 1751008, 0.76
10/01/2012, 806973, 506209, 1313182, 0.63
10/02/2012, 989995, 545697, 1535692, 0.55
10/03/2012, 807465, 576247, 1383712, 0.71
10/04/2012, 997738, 580395, 1578133, 0.58
10/05/2012, 1046389, 705326, 1751715, 0.67
10/08/2012, 793422, 436801, 1230223, 0.55
10/09/2012, 877529, 639567, 1517096, 0.73
10/10/2012, 762456, 538309, 1300765, 0.71
10/11/2012, 997304, 648899, 1646203, 0.65
10/12/2012, 849072, 627047, 1476119, 0.74
10/15/2012, 859239, 628977, 1488216, 0.73
10/16/2012, 1112158, 681129, 1793287, 0.61
10/17/2012, 1225922, 725446, 1951368, 0.59
10/18/2012, 1284758, 837975, 2122733, 0.65
10/19/2012, 1251216, 998182, 2249398, 0.80
10/22/2012, 909315, 605866, 1515181, 0.67
10/23/2012, 897750, 768080, 1665830, 0.86
10/24/2012, 872969, 615655, 1488624, 0.71
10/25/2012, 843478, 639276, 1482754, 0.76
10/26/2012, 945281, 725184, 1670465, 0.77
10/31/2012, 857370, 580275, 1437645, 0.68
11/01/2012, 975938, 586027, 1561965, 0.60
11/02/2012, 994468, 763534, 1758002, 0.77
11/05/2012, 758930, 463390, 1222320, 0.61
11/06/2012, 817015, 517545, 1334560, 0.63
11/07/2012, 966873, 733987, 1700860, 0.76
11/08/2012, 936286, 745666, 1681952, 0.80
11/09/2012, 911319, 744389, 1655708, 0.82
11/12/2012, 775681, 503247, 1278928, 0.65
11/13/2012, 893310, 640897, 1534207, 0.72
11/14/2012, 919321, 719246, 1638567, 0.78
11/15/2012, 909228, 757323, 1666551, 0.83
11/16/2012, 1160477, 943313, 2103790, 0.81
11/19/2012, 1035614, 576154, 1611768, 0.56
11/20/2012, 761575, 513648, 1275223, 0.67
11/21/2012, 699929, 426322, 1126251, 0.61
11/23/2012, 497512, 291635, 789147, 0.59
11/26/2012, 738138, 469508, 1207646, 0.64
11/27/2012, 768798, 444521, 1213319, 0.58
11/28/2012, 888643, 536283, 1424926, 0.60
11/29/2012, 866352, 538160, 1404512, 0.62
11/30/2012, 745740, 542291, 1288031, 0.73
12/03/2012, 674368, 382053, 1056421, 0.57
12/04/2012, 737881, 595184, 1333065, 0.81
12/05/2012, 1154784, 692004, 1846788, 0.60
12/06/2012, 875270, 589825, 1465095, 0.67
12/07/2012, 963736, 618237, 1581973, 0.64
12/10/2012, 631082, 393857, 1024939, 0.62
12/11/2012, 804092, 476050, 1280142, 0.59
12/12/2012, 849253, 519336, 1368589, 0.61
12/13/2012, 824832, 503724, 1328556, 0.61
12/14/2012, 804531, 562311, 1366842, 0.70
12/17/2012, 813761, 486331, 1300092, 0.60
12/18/2012, 1140797, 578498, 1719295, 0.51
12/19/2012, 892004, 568462, 1460466, 0.64
12/20/2012, 879313, 566642, 1445955, 0.64
12/21/2012, 1025621, 731804, 1757425, 0.71
12/24/2012, 370957, 239914, 610871, 0.65
12/26/2012, 590139, 436280, 1026419, 0.74
12/27/2012, 704225, 480578, 1184803, 0.68
12/28/2012, 672136, 429236, 1101372, 0.64
12/31/2012, 777569, 485969, 1263538, 0.62
01/02/2013, 1031381, 567180, 1598561, 0.55
01/03/2013, 1023718, 542126, 1565844, 0.53
01/04/2013, 929392, 596575, 1525967, 0.64
01/07/2013, 690162, 469158, 1159320, 0.68
01/08/2013, 693048, 543080, 1236128, 0.78
01/09/2013, 847872, 520752, 1368624, 0.61
01/10/2013, 937748, 621614, 1559362, 0.66
01/11/2013, 863049, 545871, 1408920, 0.63
01/14/2013, 939954, 486423, 1426377, 0.52
01/15/2013, 868787, 582208, 1450995, 0.67
01/16/2013, 890353, 670859, 1561212, 0.75
01/17/2013, 1007254, 611928, 1619182, 0.61
01/18/2013, 1187424, 637024, 1824448, 0.54
01/22/2013, 929497, 635146, 1564643, 0.68
01/23/2013, 816558, 566364, 1382922, 0.69
01/24/2013, 1108726, 720079, 1828805, 0.65
01/25/2013, 995873, 637911, 1633784, 0.64
01/28/2013, 852221, 644295, 1496516, 0.76
01/29/2013, 856151, 581147, 1437298, 0.68
01/30/2013, 825206, 555135, 1380341, 0.67
01/31/2013, 785568, 571152, 1356720, 0.73
02/01/2013, 1020229, 586459, 1606688, 0.57
02/04/2013, 765396, 531545, 1296941, 0.69
02/05/2013, 943144, 558877, 1502021, 0.59
02/06/2013, 888166, 529401, 1417567, 0.60
02/07/2013, 806486, 534829, 1341315, 0.66
02/08/2013, 924613, 524905, 1449518, 0.57
02/11/2013, 824905, 465420, 1290325, 0.56
02/12/2013, 925067, 561136, 1486203, 0.61
02/13/2013, 1009034, 657978, 1667012, 0.65
02/14/2013, 1009032, 624707, 1633739, 0.62
02/15/2013, 1233749, 732822, 1966571, 0.59
02/19/2013, 944166, 545231, 1489397, 0.58
02/20/2013, 910664, 659947, 1570611, 0.72
02/21/2013, 1014832, 726109, 1740941, 0.72
02/22/2013, 904478, 533604, 1438082, 0.59
02/25/2013, 817601, 596281, 1413882, 0.73
02/26/2013, 756562, 564143, 1320705, 0.75
02/27/2013, 873962, 546772, 1420734, 0.63
02/28/2013, 768185, 514899, 1283084, 0.67
03/01/2013, 804663, 597953, 1402616, 0.74
03/04/2013, 706139, 471529, 1177668, 0.67
03/05/2013, 903460, 590068, 1493528, 0.65
03/06/2013, 1052419, 564012, 1616431, 0.54
03/07/2013, 996967, 585654, 1582621, 0.59
03/08/2013, 943952, 581943, 1525895, 0.62
03/11/2013, 836681, 541525, 1378206, 0.65
03/12/2013, 846886, 515018, 1361904, 0.61
03/13/2013, 815238, 509199, 1324437, 0.62
03/14/2013, 920340, 591614, 1511954, 0.64
03/15/2013, 1279243, 712570, 1991813, 0.56
03/18/2013, 788981, 510436, 1299417, 0.65
03/19/2013, 867219, 627137, 1494356, 0.72
03/20/2013, 789463, 462852, 1252315, 0.59
03/21/2013, 796984, 506105, 1303089, 0.64
03/22/2013, 818738, 567362, 1386100, 0.69
03/25/2013, 796191, 569704, 1365895, 0.72
03/26/2013, 634974, 396585, 1031559, 0.62
03/27/2013, 688124, 464786, 1152910, 0.68
03/28/2013, 769891, 481073, 1250964, 0.62
04/01/2013, 614203, 427001, 1041204, 0.70
04/02/2013, 748579, 480087, 1228666, 0.64
04/03/2013, 829672, 627496, 1457168, 0.76
04/04/2013, 658062, 482021, 1140083, 0.73
04/05/2013, 738672, 520588, 1259260, 0.70
04/08/2013, 625459, 362971, 988430, 0.58
04/09/2013, 810861, 482828, 1293689, 0.60
04/10/2013, 1040707, 599418, 1640125, 0.58
04/11/2013, 967947, 598847, 1566794, 0.62
04/12/2013, 802611, 564999, 1367610, 0.70
04/15/2013, 1006601, 701953, 1708554, 0.70
04/16/2013, 825691, 579344, 1405035, 0.70
04/17/2013, 1072115, 843020, 1915135, 0.79
04/18/2013, 934624, 701609, 1636233, 0.75
04/19/2013, 1004504, 852133, 1856637, 0.85
04/22/2013, 872454, 575047, 1447501, 0.66
04/23/2013, 969989, 636801, 1606790, 0.66
04/24/2013, 1163729, 680569, 1844298, 0.58
04/25/2013, 182169, 111008, 293177, 0.61
04/26/2013, 749463, 486427, 1235890, 0.65
04/29/2013, 813769, 475108, 1288877, 0.58
04/30/2013, 852248, 529751, 1381999, 0.62
05/01/2013, 843942, 572496, 1416438, 0.68
05/02/2013, 885070, 484902, 1369972, 0.55
05/03/2013, 1021707, 627249, 1648956, 0.61
05/06/2013, 924082, 493298, 1417380, 0.53
05/07/2013, 904327, 566733, 1471060, 0.63
05/08/2013, 929032, 613414, 1542446, 0.66
05/09/2013, 994086, 575327, 1569413, 0.58
05/10/2013, 955830, 559174, 1515004, 0.59
05/13/2013, 799499, 478945, 1278444, 0.60
05/14/2013, 1057497, 548126, 1605623, 0.52
05/15/2013, 1108012, 579498, 1687510, 0.52
05/16/2013, 1113435, 602002, 1715437, 0.54
05/17/2013, 1226557, 614159, 1840716, 0.50
05/20/2013, 1035030, 540534, 1575564, 0.52
05/21/2013, 906425, 490053, 1396478, 0.54
05/22/2013, 1095693, 734791, 1830484, 0.67
05/23/2013, 833646, 562693, 1396339, 0.67
05/24/2013, 706424, 519174, 1225598, 0.73
05/28/2013, 907475, 530289, 1437764, 0.58
05/29/2013, 857525, 550590, 1408115, 0.64
05/30/2013, 1030791, 492508, 1523299, 0.48
05/31/2013, 880284, 577641, 1457925, 0.66
06/03/2013, 931143, 582323, 1513466, 0.63
06/04/2013, 894939, 603049, 1497988, 0.67
06/05/2013, 835660, 609976, 1445636, 0.73
06/06/2013, 859324, 539721, 1399045, 0.63
06/07/2013, 976741, 655799, 1632540, 0.67
06/10/2013, 845798, 501983, 1347781, 0.59
06/11/2013, 788150, 635892, 1424042, 0.81
06/12/2013, 725716, 540785, 1266501, 0.75
06/13/2013, 777567, 486640, 1264207, 0.63
06/14/2013, 758927, 554549, 1313476, 0.73
06/17/2013, 877602, 571871, 1449473, 0.65
06/18/2013, 940922, 508724, 1449646, 0.54
06/19/2013, 854718, 559941, 1414659, 0.66
06/20/2013, 1220384, 964067, 2184451, 0.79
06/21/2013, 1517087, 1247238, 2764325, 0.82
06/24/2013, 1175933, 769071, 1945004, 0.65
06/25/2013, 856425, 503173, 1359598, 0.59
06/26/2013, 882003, 595294, 1477297, 0.67
06/27/2013, 896389, 640428, 1536817, 0.71
06/28/2013, 833558, 546963, 1380521, 0.66
07/01/2013, 800235, 479294, 1279529, 0.60
07/02/2013, 816181, 531877, 1348058, 0.65
07/03/2013, 464302, 353401, 817703, 0.76
07/05/2013, 701172, 424061, 1125233, 0.60
07/08/2013, 800223, 554842, 1355065, 0.69
07/09/2013, 1004361, 546116, 1550477, 0.54
07/10/2013, 909653, 520132, 1429785, 0.57
07/11/2013, 1088343, 625051, 1713394, 0.57
07/12/2013, 992492, 661075, 1653567, 0.67
07/15/2013, 1041127, 549537, 1590664, 0.53
07/16/2013, 1056233, 672482, 1728715, 0.64
07/17/2013, 1180834, 729781, 1910615, 0.62
07/18/2013, 1431352, 709351, 2140703, 0.50
07/19/2013, 1550856, 843540, 2394396, 0.54
07/22/2013, 1022900, 682552, 1705452, 0.67
07/23/2013, 1058992, 693978, 1752970, 0.66
07/24/2013, 1101178, 717390, 1818568, 0.65
07/25/2013, 1155473, 683664, 1839137, 0.59
07/26/2013, 966413, 622756, 1589169, 0.64
07/29/2013, 883035, 527507, 1410542, 0.60
07/30/2013, 1140176, 637829, 1778005, 0.56
07/31/2013, 1088383, 649966, 1738349, 0.60
08/01/2013, 1178959, 650748, 1829707, 0.55
08/02/2013, 1051078, 607739, 1658817, 0.58
08/05/2013, 931789, 548187, 1479976, 0.59
08/06/2013, 987293, 622038, 1609331, 0.63
08/07/2013, 987502, 625431, 1612933, 0.63
08/08/2013, 1114452, 641593, 1756045, 0.58
08/09/2013, 1116893, 650352, 1767245, 0.58
08/12/2013, 1034464, 571858, 1606322, 0.55
08/13/2013, 1360792, 669341, 2030133, 0.49
08/14/2013, 1326331, 708597, 2034928, 0.53
08/15/2013, 1293346, 848218, 2141564, 0.66
08/16/2013, 1338157, 798234, 2136391, 0.60
08/19/2013, 1102624, 595360, 1697984, 0.54
08/20/2013, 992955, 603745, 1596700, 0.61
08/21/2013, 938774, 605156, 1543930, 0.64
08/22/2013, 791998, 434075, 1226073, 0.55
08/23/2013, 1069709, 641067, 1710776, 0.60
08/26/2013, 902411, 547455, 1449866, 0.61
08/27/2013, 919663, 625133, 1544796, 0.68
08/28/2013, 819541, 446751, 1266292, 0.55
08/29/2013, 767414, 461727, 1229141, 0.60
08/30/2013, 696974, 470454, 1167428, 0.67
09/03/2013, 947368, 513901, 1461269, 0.54
09/04/2013, 988507, 538592, 1527099, 0.54
09/05/2013, 923418, 481843, 1405261, 0.52
09/06/2013, 1125139, 563541, 1688680, 0.50
09/09/2013, 1057353, 479336, 1536689, 0.45
09/10/2013, 1178951, 566417, 1745368, 0.48
09/11/2013, 1066539, 651879, 1718418, 0.61
09/12/2013, 985262, 624424, 1609686, 0.63
09/13/2013, 907155, 541493, 1448648, 0.60
09/16/2013, 990144, 567465, 1557609, 0.57
09/17/2013, 1001072, 574060, 1575132, 0.57
09/18/2013, 1353970, 720318, 2074288, 0.53
09/19/2013, 1334625, 764473, 2099098, 0.57
09/20/2013, 1410621, 841277, 2251898, 0.60
09/23/2013, 1103600, 769159, 1872759, 0.70
09/24/2013, 1213513, 684217, 1897730, 0.56
09/25/2013, 998811, 615794, 1614605, 0.62
09/26/2013, 1372332, 668252, 2040584, 0.49
09/27/2013, 1098107, 768766, 1866873, 0.70
09/30/2013, 892766, 680664, 1573430, 0.76
10/01/2013, 1058205, 557455, 1615660, 0.53
10/02/2013, 989049, 598837, 1587886, 0.61
10/03/2013, 1025559, 712575, 1738134, 0.69
10/04/2013, 1027808, 605763, 1633571, 0.59
10/07/2013, 900560, 543556, 1444116, 0.60
10/08/2013, 1096605, 789272, 1885877, 0.72
10/09/2013, 1141280, 784876, 1926156, 0.69
10/10/2013, 1071340, 669637, 1740977, 0.63
10/11/2013, 1134755, 677311, 1812066, 0.60
10/14/2013, 926472, 551031, 1477503, 0.59
10/15/2013, 1076966, 711160, 1788126, 0.66
10/16/2013, 1220545, 659086, 1879631, 0.54
10/17/2013, 1420025, 768132, 2188157, 0.54
10/18/2013, 2062165, 944934, 3007099, 0.46
10/21/2013, 1431721, 765823, 2197544, 0.53
10/22/2013, 1434251, 780403, 2214654, 0.54
10/23/2013, 1323496, 772000, 2095496, 0.58
10/24/2013, 1320529, 786479, 2107008, 0.60
10/25/2013, 1223113, 784715, 2007828, 0.64
10/28/2013, 1255763, 659765, 1915528, 0.53
10/29/2013, 1429088, 740134, 2169222, 0.52
10/30/2013, 1260066, 753919, 2013985, 0.60
10/31/2013, 1232305, 699013, 1931318, 0.57
11/01/2013, 1166171, 708134, 1874305, 0.61
11/04/2013, 1198172, 649486, 1847658, 0.54
11/05/2013, 1162203, 660127, 1822330, 0.57
11/06/2013, 1202490, 702505, 1904995, 0.58
11/07/2013, 1429654, 819267, 2248921, 0.57
11/08/2013, 1412367, 716262, 2128629, 0.51
11/11/2013, 1065479, 555297, 1620776, 0.52
11/12/2013, 1130728, 625004, 1755732, 0.55
11/13/2013, 1172404, 651593, 1823997, 0.56
11/14/2013, 1328265, 781600, 2109865, 0.59
11/15/2013, 1527023, 836216, 2363239, 0.55
11/18/2013, 1403036, 816473, 2219509, 0.58
11/19/2013, 1056727, 728222, 1784949, 0.69
11/20/2013, 993467, 626207, 1619674, 0.63
11/21/2013, 1170485, 558737, 1729222, 0.48
11/22/2013, 1199895, 718540, 1918435, 0.60
11/25/2013, 1129604, 610053, 1739657, 0.54
11/26/2013, 1148435, 620271, 1768706, 0.54
11/27/2013, 962310, 572765, 1535075, 0.60
11/29/2013, 675800, 321804, 997604, 0.48
12/02/2013, 1022657, 526172, 1548829, 0.51
12/03/2013, 998346, 605372, 1603718, 0.61
12/04/2013, 1021052, 576083, 1597135, 0.56
12/05/2013, 1091333, 564836, 1656169, 0.52
12/06/2013, 1150004, 610125, 1760129, 0.53
